TrOWL,Expressivity,Profile,class_count,obj_property_count,dataproperty_count,indiv_count,datatypes_count,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,Complement,OneOf,HasValue,HasSelf,IntersectionR,UnionR,ExistentielR,UniversalR,LeastCardinalityR,MostCardinalityR,ExactCardinalityR,avgValuesCard,LogestMCard,LogestLCard,LogestECard,ComplementR,OneOfR,HasValueR,HasSelfR,MaxACC,OntoCCDensity,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,TransitiveObjectProperty,ObjectPropertyDomain,SubObjectPropertyOf,SubClassOf,ClassAssertion,DataPropertyRange,FunctionalObjectProperty,ObjectPropertyRange,InverseFunctionalObjectProperty,InverseObjectProperties,DisjointClasses,FunctionalDataProperty,AttRichness,RRichness,HC_Max_Sibling,HC_Avg_Sibling,C_TangledClass,C_MaxTangledness,C_CENTRALITY,HC_MAX_DEPTH,HC_Cohesion,HP_Max_Sibling,HP_Avg_Sibling,P_Tangledness,MAX_PTangledness,OP_Cohesion,P_CENTRALITY,HP_MAX_DEPTH,HP_Cohesion,Onto_Cohesion,CyclicClsRatio,CyclicClsCount,UI,EUR,CUR,SymmetricObjectProperty,EquivalentClasses,DataPropertyDomain,ObjectPropertyAssertion,SubPropertyChainOf,DisjointUnion,DifferentIndividuals,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,DataPropertyAssertion,SubDataPropertyOf,ReflexiveObjectProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
6.641182169740591,ALUN(D),DL,391,636,705,0,1,3684,1953,121,0,1832,6.196,0,93.804,0,121,0,0,100,0,195,2.132,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,100,0,0,0.16,0,1,0,0,0,0,0,1,0.132,0,0,0,0,0,0,0,0,0,0,14.644,0,6.196,0,21.045,4.659,11.316,0,0,0,21.045,1.803,0.646,9,3,0,1,0.024,5,0.004,0,0,0,1,0,0,0,0,0.002,3.317,124,0,0,0,0,0,21.096,0,0,0,0,0,0,0,0,0,0,0,0,0
7.147559271189454,SHOIQ(D),DL,538,374,21,20,4,3547,2615,1240,99,1276,47.419,0.145,48.795,35,999,1,2.823,80.565,0.081,10,2.535,17.286,0.558,0,0,5,46,27,337,151,38,7,15,4,1,0,2,7.325,4.299,53.662,24.045,6.051,1.115,2.389,11.723,1,8,3,0.637,0.159,0,0.318,6,0.084,92.883,7.664,0,0,1.277,0,0.182,0.365,75.912,0.765,13.04,11.663,40.994,0.88,0.421,0.076,13.499,0.268,6.807,5.01,0,0.039,0.306,22,2.835,0.186,3,0.039,12,0.032,83,3.315,0.535,3,0,0.219,4,0.013,0.015,3.903,182,2,0,0,1.185,1.415,0.765,2.906,0,0,0,0,0,0,0,0.306,0,0,0,0
5.799092654460526,SIN(D),DL,54,19,22,21,4,259,165,59,21,85,35.758,7.713,51.515,0,55,0,0,93.22,0,5,2.119,9.259,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0.119,0,14.286,0,0,0,0,0,0,0,1.212,11.515,0,33.333,12.727,13.333,0,11.515,0,0.606,2.424,0,0.407,0.295,5,2.263,1.887,2,0.067,4,0.087,0,0,0,1,0.001,0,0,0,0.044,2.28,7,0,0,0,0,0,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0
7.494430215031565,ALEHI+(D),DL,43,25,6,17174,1,100710,100636,42,100543,51,0.042,0.099,0.051,2,34,4,4.762,80.952,9.524,5,2.476,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,42.857,0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,2,0.167,0,0,0,0,0,0,0,0,62.5,0.001,0.021,0.005,0.036,18.013,0,0,0.018,0,0.002,0,0,0.14,0.3,6,3.091,0,1,0.135,4,0.099,3,1.667,0,1,0.002,0.118,3,0.037,0.046,0,0,0,0,0,0,0.006,0.004,49.024,0,0,0,0,0,0,32.87,0,0,0,0,0
6.92461239604856,SROIF(D),DL,2769,61,4,102,1,6401,3568,3337,111,120,93.526,0.087,3.363,214,2584,1,6.413,77.435,0.03,7,2.193,5.887,0.325,0,12.745,99.02,193,13,221,0,0,0,0,0,9,0,0,44.266,2.982,50.688,0,0,0,0,0,0,0,0,0,2.064,0,0,3,0.044,0.905,88.235,0,0,0,0,0.905,0,88.235,0.645,0.504,0.757,83.772,2.859,0.112,0.056,0.392,0,0.42,3.728,0,0.001,0.044,948,5.97,0.072,3,0.342,15,0.006,4,1.8,1.639,2,0,0.071,4,0.037,0.014,0.047,5,0,0,0,0.112,6.026,0.112,0,0,0,0.252,0,0,0,0,0,0.252,0,0,0
6.881411303642535,SROIF(D),DL,2748,60,4,102,1,6331,3520,3290,111,119,93.466,0.09,3.381,214,2563,1,6.505,77.903,0.03,7,2.196,5.386,0.328,0,12.745,99.02,193,13,221,0,0,0,0,0,9,0,0,44.266,2.982,50.688,0,0,0,0,0,0,0,0,0,2.064,0,0,3,0.044,0.905,88.235,0,0,0,0,0.905,0,88.235,0.625,0.511,0.767,84.318,2.898,0.114,0.057,0.398,0,0.426,3.04,0,0.001,0.037,924,5.375,0.073,3,0.336,15,0.007,4,1.8,1.667,2,0,0.072,4,0.038,0.015,0.047,5,0,0,0,0.114,6.108,0.114,0,0,0,0.256,0,0,0,0,0,0.256,0,0,0
6.023447592961033,ALCO,DL,133,0,0,19,0,346,213,192,21,0,90.141,4.629,0,16,115,1,8.333,59.896,0.521,7,2.182,28.571,3.008,0,42.105,100,0,13,0,0,0,0,0,0,4,0,0,0,76.471,0,0,0,0,0,0,0,0,0,0,23.529,0,0,1,0.089,0,0,0,0,0,0,0,0,0,0,0,0,61.502,8.92,0,0,0,0,0,20.657,0,0,0.229,18,3.359,0,1,0.131,8,0.076,0,0,0,1,0,0,0,0,0.076,0,0,0,0,0,0,7.981,0,0,0,0,0.939,0,0,0,0,0,0,0,0,0
6.745236349484363,ALE+,DL,2983,1,0,0,0,7262,4278,3775,502,1,88.242,0.274,0.023,0,3775,0,0,100,0,3,2.475,0,0,0,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.475,0,100,0,0,0,0,0,0,0,0.023,0,0,88.242,11.734,0,0,0,0,0,0,0,0,0,129,3.662,0.101,4,0.043,8,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.061486866871327,SH,DL,16302,4,0,7,0,129647,113341,32286,81052,3,28.486,0.063,0.003,0,32283,0,0,99.991,0,3,2.206,0.018,0,0,0,0,0,0,6657,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.206,0,48.175,0,0,0,0,0,0,51.825,0.001,0,0.002,28.483,71.512,0,0,0,0,0,0.003,0,0,0,480,3.518,0.018,6,0.029,14,0.006,2,2,0,1,0,0.667,2,0.667,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.355850041007475,SHIF,DL,17295,96,0,7,0,135316,117925,34280,83567,78,29.069,0.06,0.066,544,32846,0,1.587,95.817,0,7,2.25,0.017,0,0,0,0,545,0,7464,0,0,0,0,0,0,0,0,6.805,0,93.195,0,0,0,0,0,0,0,0,0,0,0,0,3,0.078,0,46.369,0,0,0,0,0,0,46.959,0.019,0,0.036,28.605,70.865,0,0.001,0,0,0.009,0.003,0,0,0,499,3.521,0.017,6,0.029,14,0.005,8,3,1.042,2,0,0.087,4,0.021,0.013,0.001,1,0,0,0,0.002,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.431199478249262,SHIF,DL,18672,95,0,7,0,145563,126796,37396,89323,77,29.493,0.056,0.061,659,35649,0,1.762,95.328,0,9,2.257,0.016,0,0,0,0,659,0,8270,0,0,0,0,0,0,0,0,7.38,0,92.62,0,0,0,0,0,0,0,0,0,0,0,0,4,0.06,0,49.915,0,0,0,0,0,0,43.664,0.017,0,0.033,28.971,70.446,0,0.001,0,0,0.009,0.002,0,0,0,597,3.722,0.016,6,0.032,14,0.005,8,3,1.053,2,0,0.088,4,0.022,0.013,0.001,1,0,0,0,0.002,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.275940829060131,SHIF,DL,37501,103,0,7,0,436610,399006,73707,325220,79,18.473,0.02,0.02,2856,65554,190,3.875,88.939,0.258,9,2.375,0.008,0,0,0,0,3046,0,21423,0,0,0,0,0,0,0,0,12.448,0,87.552,0,0,0,0,0,0,0,0,0,0,0,0,4,0.083,0,19.54,0,0,0,0,0,0,22.518,0.006,0,0.011,17.709,81.508,0,0,0,0,0.003,0.001,0,0,0,481,3.944,0.011,9,0.013,19,0.003,8,3,0.971,2,0,0.082,4,0.019,0.011,0,1,0,0,0,0.001,0.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.21890360263667,SH,DL,27899,17,0,7,0,323312,295396,51209,244182,5,17.336,0.028,0.002,3855,36081,0,7.528,70.458,0,13,2.388,0.011,0,0,0,0,3855,0,11806,0,0,0,0,0,0,0,0,24.615,0,75.385,0,0,0,0,0,0,0,0,0,0,0,0,6,0.051,0,35.228,0,0,0,0,0,0,61.689,0,0,0.001,16.03,82.663,0,0,0,0,0,0.001,0,0,0,1363,4.192,0.011,6,0.049,15,0.002,2,2,0,1,0,0.108,2,0.059,0.031,0,0,0,0,0,0,1.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.284251797621916,SHIF,DL,19145,87,0,20,0,141294,122062,35876,86099,87,29.392,0.058,0.071,106,35574,0,0.295,99.158,0,5,2.217,0.016,0,0,0,0,106,0,7559,0,0,0,0,0,0,0,0,1.383,0,98.617,0,0,0,0,0,0,0,0,0,0,0,0,2,0.107,0,49.888,0,0,0,0,0,0,46.117,0.017,0.004,0.036,29.302,70.537,0,0.001,0.002,0,0.009,0.002,0,0,0,1414,3.607,0.016,6,0.074,14,0.004,8,2.933,1.149,2,0,0.095,4,0.027,0.011,0.001,1,0,0,0,0.002,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.390268497842571,SHIF,DL,17295,93,0,7,0,135269,117881,34236,83567,78,29.043,0.06,0.066,501,32916,0,1.463,96.144,0,7,2.246,0.017,0,0,0,0,501,0,7419,0,0,0,0,0,0,0,0,6.326,0,93.674,0,0,0,0,0,0,0,0,0,0,0,0,3,0.077,0,46.65,0,0,0,0,0,0,47.19,0.019,0,0.036,28.615,70.891,0,0.001,0,0,0.009,0.003,0,0,0,499,3.521,0.017,6,0.029,14,0.005,8,3,1.075,2,0,0.09,4,0.023,0.014,0.001,1,0,0,0,0.002,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.048386408721883,ALE+,DL,2720,4,0,0,0,24424,21700,10084,11614,2,46.47,0.247,0.009,0,10084,0,0,100,0,3,2.745,0,0,0,0,0,0,0,7512,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.745,0,29.952,0,0,0,0,0,0,0,0.009,0,0,46.47,53.521,0,0,0,0,0,0,0,0,0,146,6.414,0.074,3,0.053,12,0.005,0,0,0,1,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.514389264083503,SHIF,DL,18675,83,0,7,0,145298,126540,37140,89323,77,29.35,0.056,0.061,400,36105,2,1.077,97.213,0.005,7,2.238,0.016,0,0,0,0,402,0,7999,0,0,0,0,0,0,0,0,4.785,0,95.215,0,0,0,0,0,0,0,0,0,0,0,0,3,0.075,0,51.581,0,0,0,0,0,0,44.668,0.017,0,0.033,29.03,70.589,0,0.001,0,0,0.009,0.002,0,0,0,597,3.722,0.016,6,0.032,14,0.005,8,3,1.205,2,0,0.1,4,0.029,0.017,0.001,1,0,0,0,0.002,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.877296071497429,ALE,DL,3141,3,0,0,0,14262,11118,3857,7261,0,34.691,0.587,0,0,3857,0,0,100,0,3,2.422,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.422,0,0,0,0,0,0,0,0,0,0,0,0,34.691,65.309,0,0,0,0,0,0,0,0,0,144,3.729,0.064,3,0.046,8,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.233455418621439,ALE,DL,5352,3,0,0,0,24905,19550,6373,13177,0,32.598,0.345,0,0,6373,0,0,100,0,3,2.389,0,0,0,0,0,0,0,2479,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.389,0,0,0,0,0,0,0,0,0,0,0,0,32.598,67.402,0,0,0,0,0,0,0,0,0,215,4.658,0.037,3,0.04,9,0.001,0,0,0,1,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.457867725331422,SR,DL,3125,7,0,11,0,21761,18629,5709,12911,9,30.646,0.372,0.048,0,5708,0,0,99.982,0,3,2.19,0.064,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19,0,100,0,0,0,0,0,0,0,0.011,0,0.011,30.64,69.306,0,0,0,0,0,0.005,0,0,0,695,6.829,0.128,5,0.222,10,0.008,2,2,0,1,0,0.333,2,0.19,0.099,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0
7.161622002939187,ALEH+,DL,2375,35,0,7,0,15622,13212,5112,8085,15,38.692,0.463,0.114,654,2915,1,12.793,57.023,0.02,11,2.587,0,0,0,0,0,657,0,1636,0,0,0,0,0,0,0,0,28.652,0,71.348,0,0,0,0,0,0,0,0,0,0,0,0,5,0.09,0,76.406,0,0,0,0,0,0,17.848,0.023,0,0.091,33.719,61.194,0,0,0,0,0,0,0,0,0,475,6.418,0.168,5,0.199,11,0.011,4,1.714,2.857,2,0,0.103,3,0.044,0.028,0,0,0,0,0,0,4.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.385194398997726,ALE,DL,873,2,0,7,0,4406,3531,1333,2198,0,37.751,1.763,0,0,1333,0,0,100,0,3,2.464,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464,0,0,0,0,0,0,0,0,0,0,0,0,37.751,62.249,0,0,0,0,0,0,0,0,0,59,2.845,0.115,2,0.066,9,0.009,0,0,0,1,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.76748487464946,ALE+,DL,20977,9,0,0,0,303335,282349,38375,243972,2,13.591,0.031,0.001,0,38375,0,0,100,0,3,2.303,0,0,0,0,0,0,0,11625,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.303,0,8.422,0,0,0,0,0,0,0,0.001,0,0,13.591,86.408,0,0,0,0,0,0,0,0,0,235,4.461,0.033,9,0.011,19,0.007,0,0,0,1,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.19207456316929,ALE+,DL,31850,9,0,0,0,571744,539885,69312,470571,2,12.838,0.016,0,0,69312,0,0,100,0,3,2.352,0,0,0,0,0,0,0,24421,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.352,0,10.597,0,0,0,0,0,0,0,0,0,0,12.838,87.161,0,0,0,0,0,0,0,0,0,504,5.767,0.016,9,0.016,19,0.006,0,0,0,1,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.942853006809921,AL,RL,14892,0,0,0,0,490205,475313,21034,454279,0,4.425,0.02,0,0,21034,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.425,95.575,0,0,0,0,0,0,0,0,0,2326,4.394,0.034,8,0.156,20,0.013,0,0,0,1,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.747164966520335,ALE,DL,8629,1,0,6,0,91663,83033,9082,73951,0,10.938,0.107,0,0,9082,0,0,100,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.938,89.062,0,0,0,0,0,0,0,0,0,2368,5.099,0.023,3,0.274,14,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.102499355774649,ALEH+,DL,3832,4,0,0,0,23394,19558,7277,12278,3,37.207,0.321,0.015,0,7277,0,0,100,0,3,2.435,0,0,0,0,0,0,0,3163,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.435,0,90.515,0,0,0,0,0,0,9.485,0.005,0,0.01,37.207,62.777,0,0,0,0,0,0,0,0,0,241,4.303,0.078,6,0.063,15,0.005,2,2,0,1,0,0.667,2,0.667,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.635281256585003,SRI,DL,7802,21,0,22,0,50419,42596,19438,23122,36,45.633,0.127,0.085,0,19377,0,0,99.686,0,3,2.464,0.487,0,0,0,0,0,0,9023,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464,65.411,69.157,0,0,0,0,0,0,93.683,0.007,0.021,0.023,45.49,54.282,0,0,0.007,0,0.007,0.143,0,0,0.003,240,5.927,0.026,4,0.03,15,0.007,6,2.5,0,1,0,0.279,3,0.11,0.039,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0
9.60918360377546,SRI,DL,8022,25,0,22,0,46166,38119,15998,22079,42,41.969,0.152,0.11,93,13945,1784,0.581,87.167,11.151,13,2.837,0.536,0,0,0,0,1877,0,9433,0,0,0,0,0,0,0,0,16.596,0,83.404,0,0,0,0,0,0,0,0,0,0,0,0,6,0.118,62.843,66.426,0,0,0,0,0,0,89.918,0.008,0.024,0.031,36.874,57.921,0,0,0.018,0,0.008,0.171,0,0,0.004,240,4.976,0.037,4,0.03,14,0.002,6,2.4,0,1,0,0.228,3,0.09,0.031,0,0,0,0,0,0,4.924,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0
