JFact,Expressivity,Profile,class_count,obj_property_count,dataproperty_count,indiv_count,datatypes_count,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,Complement,OneOf,HasValue,HasSelf,IntersectionR,UnionR,ExistentielR,UniversalR,LeastCardinalityR,MostCardinalityR,ExactCardinalityR,avgValuesCard,LogestMCard,LogestLCard,LogestECard,ComplementR,OneOfR,HasValueR,HasSelfR,MaxACC,OntoCCDensity,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,TransitiveObjectProperty,ObjectPropertyDomain,SubObjectPropertyOf,SubClassOf,ClassAssertion,DataPropertyRange,FunctionalObjectProperty,ObjectPropertyRange,InverseFunctionalObjectProperty,InverseObjectProperties,DisjointClasses,FunctionalDataProperty,AttRichness,RRichness,HC_Max_Sibling,HC_Avg_Sibling,C_TangledClass,C_MaxTangledness,C_CENTRALITY,HC_MAX_DEPTH,HC_Cohesion,HP_Max_Sibling,HP_Avg_Sibling,P_Tangledness,MAX_PTangledness,OP_Cohesion,P_CENTRALITY,HP_MAX_DEPTH,HP_Cohesion,Onto_Cohesion,CyclicClsRatio,CyclicClsCount,UI,EUR,CUR,SymmetricObjectProperty,EquivalentClasses,DataPropertyDomain,ObjectPropertyAssertion,SubPropertyChainOf,DisjointUnion,DifferentIndividuals,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,DataPropertyAssertion,SubDataPropertyOf,ReflexiveObjectProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
7.4815557019095165,ALE+,DL,2983,1,0,0,0,7262,4278,3775,502,1,88.242,0.274,0.023,0,3775,0,0,100,0,3,2.475,0,0,0,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.475,0,100,0,0,0,0,0,0,0,0.023,0,0,88.242,11.734,0,0,0,0,0,0,0,0,0,129,3.662,0.101,4,0.043,8,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.57922858233569,ALE+,DL,2720,4,0,0,0,24424,21700,10084,11614,2,46.47,0.247,0.009,0,10084,0,0,100,0,3,2.745,0,0,0,0,0,0,0,7512,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.745,0,29.952,0,0,0,0,0,0,0,0.009,0,0,46.47,53.521,0,0,0,0,0,0,0,0,0,146,6.414,0.074,3,0.053,12,0.005,0,0,0,1,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.456806041401142,ALE,DL,3141,3,0,0,0,14262,11118,3857,7261,0,34.691,0.587,0,0,3857,0,0,100,0,3,2.422,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.422,0,0,0,0,0,0,0,0,0,0,0,0,34.691,65.309,0,0,0,0,0,0,0,0,0,144,3.729,0.064,3,0.046,8,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.49356251370587,ALE,DL,5352,3,0,0,0,24905,19550,6373,13177,0,32.598,0.345,0,0,6373,0,0,100,0,3,2.389,0,0,0,0,0,0,0,2479,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.389,0,0,0,0,0,0,0,0,0,0,0,0,32.598,67.402,0,0,0,0,0,0,0,0,0,215,4.658,0.037,3,0.04,9,0.001,0,0,0,1,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.65067458279072,SR,DL,3125,7,0,11,0,21761,18629,5709,12911,9,30.646,0.372,0.048,0,5708,0,0,99.982,0,3,2.19,0.064,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19,0,100,0,0,0,0,0,0,0,0.011,0,0.011,30.64,69.306,0,0,0,0,0,0.005,0,0,0,695,6.829,0.128,5,0.222,10,0.008,2,2,0,1,0,0.333,2,0.19,0.099,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0
7.103322062526113,ALE,DL,873,2,0,7,0,4406,3531,1333,2198,0,37.751,1.763,0,0,1333,0,0,100,0,3,2.464,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464,0,0,0,0,0,0,0,0,0,0,0,0,37.751,62.249,0,0,0,0,0,0,0,0,0,59,2.845,0.115,2,0.066,9,0.009,0,0,0,1,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.679141958402255,ALEH+,DL,3832,4,0,0,0,23394,19558,7277,12278,3,37.207,0.321,0.015,0,7277,0,0,100,0,3,2.435,0,0,0,0,0,0,0,3163,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.435,0,90.515,0,0,0,0,0,0,9.485,0.005,0,0.01,37.207,62.777,0,0,0,0,0,0,0,0,0,241,4.303,0.078,6,0.063,15,0.005,2,2,0,1,0,0.667,2,0.667,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.395497262044477,SRI,DL,7802,21,0,22,0,50419,42596,19438,23122,36,45.633,0.127,0.085,0,19377,0,0,99.686,0,3,2.464,0.487,0,0,0,0,0,0,9023,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464,65.411,69.157,0,0,0,0,0,0,93.683,0.007,0.021,0.023,45.49,54.282,0,0,0.007,0,0.007,0.143,0,0,0.003,240,5.927,0.026,4,0.03,15,0.007,6,2.5,0,1,0,0.279,3,0.11,0.039,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0
8.070593539949519,AL,RL,6602,0,0,0,0,18555,11953,6603,5350,0,55.241,0.374,0,0,6603,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.241,44.759,0,0,0,0,0,0,0,0,0,207,4.192,0.03,3,0.031,36,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.555356891810665,ALE+,DL,718,1,0,1,0,1791,1072,725,346,1,67.631,3.011,0.093,0,725,0,0,100,0,3,2.007,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007,0,100,0,0,0,0,0,0,0,0.093,0,0,67.631,32.276,0,0,0,0,0,0,0,0,0,64,5.902,0.139,2,0.088,8,0.015,0,0,0,1,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.777646593635117,AL,RL,940,0,0,0,0,3322,2382,937,1445,0,39.337,2.547,0,0,937,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.337,60.663,0,0,0,0,0,0,0,0,0,96,5.48,0.106,2,0.1,8,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.202535517187923,ALC,RL,70,0,0,0,0,514,444,84,360,0,18.919,18.262,0,0,76,0,0,90.476,0,2,2,22.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.117,81.081,0,0,0,0,0,1.802,0,0,0.095,13,2.621,1.429,2,0.176,6,0.14,0,0,0,1,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.696667081526462,S,DL,2726,8,0,0,0,16818,14084,13461,620,3,95.577,0.031,0.021,0,13458,0,0,99.978,0,3,2.76,0.11,0,0,0,0,0,0,10238,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.761,0,50.547,0,0,0,0,0,0,0,0.021,0,0,95.555,4.402,0,0,0,0,0,0.021,0,0,0,357,20,0.11,4,0.131,12,0.007,0,0,0,1,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.959122748349097,ALE,DL,8342,1,0,0,0,33367,25024,8339,16685,0,33.324,0.266,0,0,8339,0,0,100,0,3,2.997,0,0,0,0,0,0,0,8316,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.997,0,0,0,0,0,0,0,0,0,0,0,0,33.324,66.676,0,0,0,0,0,0,0,0,0,23,23,0,1,0.003,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.620073206530356,SHOIN(D),DL,174,48,4,20,2,655,430,280,52,98,65.116,2.812,22.791,16,200,4,5.714,71.429,1.429,7,2.375,21.839,2.299,0,25,95,9,13,46,4,1,0,1,0,4,0,0,11.538,16.667,58.974,5.128,1.282,0,1.282,0.78,0,1,1,0,5.128,0,0,3,0.093,48.077,21.154,0,0,0,0,11.538,0,90.385,3.488,3.023,6.512,50.233,11.628,0.93,0.698,2.791,0,3.488,10.233,0.93,0.023,0.192,16,3.652,0,1,0.083,9,0.068,8,4.667,2.083,2,0,0.152,2,0.05,0.039,0.996,9,0,0,0,0,4.651,0.93,0,0,0,0.465,0,0,0,0,0,0,0,0,0
10.36239863634992,AL+,RL,6801,1,0,0,0,46081,39279,7989,31289,1,20.339,0.203,0.003,0,7989,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,20.339,79.658,0,0,0,0,0,0,0,0,0,281,3.286,0.044,4,0.041,14,0.004,0,0,0,1,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.74671677658618,SR,DL,9810,24,0,0,0,16524,6690,6678,7,5,99.821,0.002,0.075,3,0,6672,0.045,0,99.91,11,6.302,0,0,0,0,0,6671,4,11036,0,0,0,0,0,0,0,0,37.666,0.023,62.312,0,0,0,0,0,0,0,0,0,0,0,0,5,0.53,0,0.516,0,0,0,0,0,0,53.353,0.015,0,0.015,0.045,0.105,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0,1,1,0,1,0,0.043,2,0.007,0.004,0,0,0,0,0,0,99.776,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0
8.172729104865471,ALE,DL,5949,2,0,0,0,17258,11307,10916,391,0,96.542,0.031,0,0,10916,0,0,100,0,3,2.667,0,0,0,0,0,0,0,7276,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.667,0,0,0,0,0,0,0,0,0,0,0,0,96.542,3.458,0,0,0,0,0,0,0,0,0,3639,1820,0,1,0.612,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.695417325719395,ALE,DL,5879,5,0,0,0,13362,7478,3132,4346,0,41.883,0.777,0,0,0,3132,0,0,100,19,8.412,0,0,0,0,0,3132,0,8479,0,0,0,0,0,0,0,0,26.974,0,73.026,0,0,0,0,0,0,0,0,0,0,0,0,9,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,58.117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.162409838218633,ALE+,DL,1864,2,0,0,0,18661,16795,2727,14067,1,16.237,0.499,0.006,0,2727,0,0,100,0,3,2.716,0,0,0,0,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.716,0,99.898,0,0,0,0,0,0,0,0.006,0,0,16.237,83.757,0,0,0,0,0,0,0,0,0,80,5.132,0.161,4,0.043,7,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.643649615368796,SHOIN(D),DL,1162,57,1,17,3,8934,7715,7471,98,146,96.837,0.016,1.892,57,1699,1,0.763,22.741,0.013,13,2.139,50.775,0.086,0,35.294,41.176,126,47,618,30,3,0,0,0,1,0,0,15.273,5.697,74.909,3.636,0.364,0,0,16.5,0,2,0,0,0.121,0,0,8,0.014,80.338,11.06,0,0,0,0,0,0,80.645,0.194,0.48,0.48,23.15,1.257,0,0.013,0.454,0,0.259,72.936,0,0.001,0.754,178,5.276,0.258,4,0.152,12,0.016,8,4.111,1.754,2,0,0.124,3,0.047,0.021,0.047,8,2,0,0,0,0.752,0.013,0,0,0,0.013,0,0,0,0,0,0,0,0,0
8.428799040653642,SR,DL,1590,7,0,15,0,16167,14570,2625,11941,4,18.016,0.562,0.027,64,2407,0,2.438,91.695,0,5,2.417,2.201,0,0,0,0,64,0,966,0,0,0,0,0,0,0,0,6.214,0,93.786,0,0,0,0,0,0,0,0,0,0,0,0,2,0.196,0,94.617,0,0,0,0,0,0,0,0.021,0,0,17.323,81.956,0,0,0,0,0,0.254,0,0,0.014,132,3.67,0.063,2,0.082,10,0.007,0,0,0,1,0,0,0,0,0.007,0,0,0,0,0,0,0.439,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0
7.333023014386481,ALE,DL,1215,1,0,8,0,6552,5336,1396,3940,0,26.162,1.384,0,0,1396,0,0,100,0,3,2.028,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028,0,0,0,0,0,0,0,0,0,0,0,0,26.162,73.838,0,0,0,0,0,0,0,0,0,32,3.769,0.247,4,0.025,10,0.012,0,0,0,1,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.10349427838097,ALER+,DL,1275,4,0,15,0,12621,11342,2177,9161,4,19.194,0.712,0.035,58,1988,0,2.664,91.318,0,5,2.414,0,0,0,0,0,58,0,786,0,0,0,0,0,0,0,0,6.872,0,93.128,0,0,0,0,0,0,0,0,0,0,0,0,2,0.194,0,100,0,0,0,0,0,0,0,0.026,0,0,18.683,80.771,0,0,0,0,0,0,0,0,0,89,3.567,0.078,2,0.068,10,0.011,0,0,0,1,0,0,0,0,0.011,0,0,0,0,0,0,0.511,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0
7.22983877815125,ALE+,DL,2101,4,0,0,0,6174,4069,2241,1826,2,55.075,1.103,0.049,0,2241,0,0,100,0,3,2.086,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.086,0,39.062,0,0,0,0,0,0,0,0.049,0,0,55.075,44.876,0,0,0,0,0,0,0,0,0,76,4.584,0.048,2,0.036,12,0.004,0,0,0,1,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.995643604287271,SHI,DL,2140,24,0,3,0,12537,10373,2785,7568,20,26.849,0.703,0.193,0,2780,0,0,99.82,0,3,2.205,0.327,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.205,0,37.587,0,0,0,0,0,0,54.895,0.067,0,0.087,26.8,72.959,0,0,0,0,0,0.048,0,0,0.002,200,4.15,0.093,3,0.093,12,0.006,3,1.8,0,1,0,0.154,3,0.076,0.041,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.275885669474356,SHI,DL,2140,24,0,3,0,12761,10597,3009,7568,20,28.395,0.674,0.189,224,2275,0,7.444,75.607,0,7,2.424,0.327,0,0,0,0,224,0,812,0,0,0,0,0,0,0,0,21.622,0,78.378,0,0,0,0,0,0,0,0,0,0,0,0,3,0.115,0,28.079,0,0,0,0,0,0,42.488,0.066,0,0.085,26.234,71.416,0,0,0,0,0,0.047,0,0,0.002,200,4.15,0.093,3,0.093,12,0.006,3,1.8,0,1,0,0.154,3,0.076,0.041,0,0,0,0,0,0.038,2.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.251142139090751,ALEI+,DL,3044,5,0,0,0,13480,10431,4832,5596,3,46.323,0.514,0.029,0,4832,0,0,100,0,3,2.524,0,0,0,0,0,0,0,2532,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.524,0,94.708,0,0,0,0,0,0,0,0.019,0,0,46.323,53.648,0,0,0,0,0,0,0,0,0,79,5.374,0.066,3,0.026,13,0.004,0,0,0,1,0,0,0,0,0.004,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.256460307589736,ALEH+,DL,2208,14,0,0,0,20920,18698,4059,14635,4,21.708,0.419,0.021,160,3611,3,3.942,88.963,0.074,5,2.507,0,0,0,0,0,163,0,1732,0,0,0,0,0,0,0,0,8.602,0,91.398,0,0,0,0,0,0,0,0,0,0,0,0,2,0.233,0,97.344,0,0,0,0,0,0,0.346,0.016,0,0.005,20.836,78.27,0,0,0,0,0,0,0,0,0,466,5.514,0.045,3,0.211,13,0.006,1,1,0,1,0,0.077,2,0.022,0.014,0,0,0,0,0,0,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.250196133874024,SR,DL,11596,26,0,9,0,56766,45144,18128,26987,29,40.156,0.132,0.064,429,16995,7,2.367,93.75,0.039,7,2.466,0.923,0,0,0,0,437,0,7558,0,0,0,0,0,0,0,0,5.466,0,94.534,0,0,0,0,0,0,0,0,0,0,0,0,3,0.147,0,59.09,0,0,0,0,0,0,2.58,0.009,0.024,0.009,39.055,59.78,0,0,0.02,0,0,0.133,0,0,0.004,1339,5.797,0.034,6,0.115,11,0.001,2,2,0,1,0,0.073,2,0.025,0.009,0,0,0,0,0,0,0.968,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
